user,timestamp_raw,timestamp_date,comment,like_count,reply_count,reply_text
,8 bulan yang lalu,8 bulan yang lalu,"""Life is too short to spend something just, ok"" 
 im an adult, i have a job. I don't want spend my limited time on something mediocre.",0,0,[]
,3 bulan yang lalu,3 bulan yang lalu,I'll buy it when ultimate edition goes on sale for $20,16,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Game prices go up while game quality goes down.,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I trust Ubisoft as much as I trust the ads on this video that say the government is still giving out free money.,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Wow, I suddenly feel an urge to play Ghost of Tsushima",0,0,[]
,7 bulan yang lalu,7 bulan yang lalu,The best way to think of this is yasuke being the Valhalla experience and naoe being the true definitive assassin's Creed experience,8,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I'm glad the guy who paints yellow still has a job. Good for him :D,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I have no interest in playing modern  AC games, but i'll still watch this review.",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,“Just fine” sounds like the definition of Ubisoft. Boo womp.,0,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"I’m one of those people who loved Valhalla but I think I’m going to sit this one out, at least until goes on sell for 60%-75% off in the marketplace",38,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Ghost of Tsushima cemented itself as THE GAME in Feudal Japan and set the bar too high,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"When you really think about it, Ubisoft had the ability to make 2 entirely different games for 2 entirely different audiences. Odyssey, Vahalla and Yasuke could have been the structure of a completely new IP for them. Instead they just cram it all under the Assassins Creed banner.",747,0,[]
,5 bulan yang lalu,5 bulan yang lalu,"That Valhalla 200hrs part?
Yeah I'm one of them.
Loved every second*️",55,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I don’t think it looks bad but we’ve been asking for an assassins creed game in Japan for over a decade, and at this point they’ve missed the boat on the setting, other games have done it better at this point",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I wanted a AC in Japan for so long... a long time ago. These days, AC just doesn't feel the same anymore.",894,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Before you don’t buy but still watch the video**,0,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"There's a reason why this video has 1.5 million views after ONE day of being released. You said something very genuine at the end, ""watch other reviews, not just me.""

I think people feel like if they connect with someones ideas about something, they also have to adapt those ideas instead of creating their own. Almost as if they aren't autonomous in their free thinking. Ive put 5 hours into this game and I haven't gotten Yasuke. Not because I don't want to, but im enjoying the free roam and stealth gameplay. As an avid AC fan, I loved doing that from the very get-go. It's a peace of mind to be able to stealth out a whole place to get recon and sabotage it to help my offense. Maybe I've got a lot time on my hands, but also, maybe I don't care for linear gameplay all the time. 

I think your takes make sense and I agreed with a few of them. But I also think this game is doing so well because it is objectively appealing to people who fell in love with AC years ago. Something that Mirage could not do. I think this will go down as one AC's top titles.",147,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Man if Gameranx says you’re just “fine” you’re cooked.,977,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"It’s such a shame, Ubisoft used to be a gaming TITAN.

“You either die the hero or live long enough to see yourself become the villain”",866,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Assassins creed : in the shadow of Tsushima.,685,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),@1:15 i had honestly said aloud that as long as it's better than valhalla i'll give it a chance,11,0,[]
,8 bulan yang lalu,8 bulan yang lalu,This is the ONE review I wanted to hear the most.,0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"""Life might be too short to play a game that's just okay"" goes hard for some reason",534,0,[]
,8 bulan yang lalu,8 bulan yang lalu,The way Npc pause just before an assassination is immersion breaking,310,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"So I just came here to say that after paying one month of Ubisoft + just to try AC: Shadows, and after playing it for about two hours, I think the moment has come for me to bid farewell to one of my favourite franchises ever, one that has offered me great gaming experiences since 2007, but that unfortunately stopped after Origins.  That was the last AC game I really enjoyed and finished, cause even though Odyssey was really entertaining, I just didn't feel motivated enough to complete it and I think I reached a dead end where there were hundreds of side quests but I couldn't find the way to progress through the main quest... not sure if it was a glitch or something but I don't care anymore.  I tried valhalla but after two hours I stopped playing, and something similar happened with shadows.  It's not only the lack of ""assassin's creed""-like things to do, the essesnce of the game is now completely lost and the more you progress, the more lame/boring/unnecessary side quests appear to try and keep you playing and playing and playing as an errand boy/girl in an infinite world, and then if you can stand the tediousness then you may eventually see the ending of the game(a cutscene or something).  More linear games with more engaging content like the first ones, black flag, Unity and even Syndicate are now in the past and unfortunately corporate decisions and money are now above art, not only in this game but in many.  I will revisit the older games at some point though, to remember those good time I had when I played them for the first time,  and hope the first one gets a remake as well tho I don't remember playing a remake of a game that surpassed the experience of what the original made me feel.  Goodbye, modern Assassin's Creed.",16,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"“Fine” is never worth $70, maybe $20",413,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I'm perfectly fine playing a game that is ""just ok"", but not when it costs 60/70 Euro and contains macrotransactions on top of that.",395,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I think you probably summed it up in the first minute. There just isn't the time for most people to waste on games that are just ""okay"" nowadays.",674,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"I know that I may be in the minority here, but man, I have really been enjoying my time with the game. My love for these open-world AC games comes down to how much I love immersing myself in these ancient worlds - hearing the native languages, and picturing what life may have been like at that time, in that part of the world. That's what I came into Shadows looking for, and it has delivered, just as well as Odyssey and Origins did. It is far from a perfect game, and the criticisms here are valid - dialogue is really forced and cringy at times, side quests can get repetitive, and I HATE microtransactions in single-player games. All that being said, the core game here is beyond solid.",67,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Imagine paying more money for this over Sekiro or GoT.,770,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"""Just fine"" with that price tag is anything but fine!",411,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I may give this is a go. But during the inevitable 50% off complete edition sale this holiday.,0,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"My only real problem with this game is that Ubisoft didn't do much research into the actual time period, like they seemed to do with 3 and Odyssey.",2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I’m learning more and more to appreciate linear hand crated environments. Open world fatigue is a real thing at least for me. Couldn’t get through 8 or so hours of Valhalla because of that,591,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Before you get it on Playstation Plus!,496,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"2:35 ""murders a couple who are fishing by the river.""

IMMERSION 10/10",124,0,[]
,4 bulan yang lalu (diedit),4 bulan yang lalu (diedit),"im an old ac fan. to enjoy these games u gotta be patient when u play and soak in everything. i enjoy emotionally connecting with the story and the characters - and i like to take my time and explore the game. i think they get it perfect with the music and the environment all together. i dont think here we should sit here and critically judge every small detail in the game.  the game also did a great job with stealth features and the combat in general is pretty satisfying. every part of the game kinda blends in perfectly and overall is a relaxing and refreshing experience - just like the old games. not everybody will relate with what im saying but those who are really connected to this game since it came out will - its more about feeling the entire context of the game put together and not how every small detail like the way someone talks or sth else. ppl need to know that theres really deep research that goes behind this - the way people talk, move, do stuff and of course the assassin is tied to the history of the place. the mini games are actually pretty connected to naoe/yasuke's history and provide important context and a good shift in timelines that keeps u engaged. a lot of good stuff there.",7,0,[]
,8 bulan yang lalu,8 bulan yang lalu,This game is a gonna be a blast in 2-3 years for $5,488,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Gameranx doing a “before you buy” for this game is like doing a “before you board” for titanic passengers,266,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I dont understand how the first 3-4 games have such solid characters and writing and yet these 2 characters who are supposed to be the selling points are as flat as cardboard,221,0,[]
,4 bulan yang lalu (diedit),4 bulan yang lalu (diedit),"Bought it yesterday, and aside from the pointless microtransactions, I really like it. I don't understand the hate and the bad wishes for the game, at all.",13,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),9:01 ️️ “rizzless” ,60,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Gamer - Mom I want to play Ghost of tsushima
Mom - We have Ghost of tsushima at home.",512,0,[]
,8 bulan yang lalu,8 bulan yang lalu,You know it’s bad when Jake says your characters are “rizzless “,132,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"I was late to ghost of Tsushima, but I did beat it before Shadows released. My whole thought play Ghost was this is literally if assassins creed made a samurai game. Then BOOM Shadows came out and ofc I’m loving it. Definitely feels like an enhanced Ghost of Tsushima",2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Considering Ubisoft is trying so hard to stay relevant in the industry, I think it would've made more sense to just make a good splinter cell follow-up or even a remake or remaster of the older titles and that would've impressed the fanbase way more.",306,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I´ll never forget the feeling after finishing AC Valhalla, after maybe 90+h and indeed asking myself ""why did I do this? I want my time back"". Never again!",148,0,[]
,8 bulan yang lalu,8 bulan yang lalu,This would have been a breakthrough hit 10 years ago. Ppl waited so long for a ninja assassin in Assassin's Creed that it lost its glamor when we finally got it.,209,0,[]
,2 bulan yang lalu,2 bulan yang lalu,Thanks . This got me thinking straight and not give Ubisoft any more of my money towards boring time consuming dull games . Last AC I played a lot was Origins,3,0,[]
,8 bulan yang lalu,8 bulan yang lalu,A full decade layer and we still haven't returned to the stealth peak of MGSV and the Arkham trilogy.,163,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"GHOST OF TSUSHIMA

33% on sale right now.  $40.19",455,0,[]
,8 bulan yang lalu,8 bulan yang lalu,You’ve communicated your thoughts in such a clear and understandable way. It’s so nice to watch game reviews that aren’t intentionally swayed towards an opinion,111,0,[]
,7 bulan yang lalu,7 bulan yang lalu,Loved odyessey but that's because I felt like I was able to go assassin or go to straight warrior in a blink but tbh I think having to change to a different character just to climb a wall would piss me off,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,IN CONCLUSION: it’s another Ubisoft game and you’re not missing much AGAIN,144,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"The perfect setting for an AC game. What a shame Ubisoft wasted an opportunity like this, but who is surprised anymore",299,0,[]
,8 bulan yang lalu,8 bulan yang lalu,The fact that you utilize those first couple of minutes to give us your final thoughts is a pure chefs kiss and really values your watchers everywhere because of that amount of effort you put into making us happy. It makes me wanna watch the entire video subscribe and turn on alerts. You guys are the real ones.,143,0,[]
,7 bulan yang lalu,7 bulan yang lalu,No way I got a shadows ad WHILE watching,1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I haven’t bought an assassin creed game in about 6 years. And this game doesn’t make me change my mind. Fuck it.,150,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I remember back in 2007 when people were calling for an Assassins creed game set in Japan. 18 years later, here it is",119,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Watching this just made me want to do another playthrough of ghost of Tsushima,132,0,[]
,7 bulan yang lalu,7 bulan yang lalu,This feels like a game to buy when its on sale,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,2:25 Automatic slide door ,41,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Good majority of Ubisoft games after AC Odyssey can be summarized as ""as wide as ocean, as deep as a puddle""",116,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Can't wait to watch Ubisoft not own their studios.,358,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"The whole ""side quests are very repetitive and boring"" thing is in every AC game but I still have fun with them. It's like you said  some people still like it. It's a personal choice. I put in probably 100 hours in Valhalla and even more in Origins and couldn't get enough. I have no qualms with it",1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"„best stealth since AC Origins“
that was such a great hidden insult",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Before you ""Ignore and Forget"".",167,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I have to admit that I'm a big fan of that ""ink painting"" camera filter that the happens whenever you finish off a boss.",25,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Well ubisoft it was a good run. You've made some of my favorite games of all time with many memories. It's time.,303,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"This was one review i was really looking forward to, and I'm glad to have heard your insights, BUT based on everything I've seen including this review, i personally can't wait to get the game. It looks like something i would personally enjoy as someone who was played  and completed most AC games. I enjoy both the classic AC games and the RPG ones. AC2 and Odyssey are two of my favourite games in the series. This looks like a perfect blend, and the world looks absolutely gorgeous.",1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Ubisoft don't have an issue building beautiful worlds, one of their biggest problem is the writing team. 
What makes CDprojekt so good is the storytelling in their games. Side missions that take you on a journey. I mean who would ever forget the bloody baron or riding with the aldocados and sweet Pan am. 
Ubisoft games are forgettable nowadays, and I kid you not, I played Valhalla & Fc6 and I can't remember one single side mission. Boring ass game.",395,0,[]
,8 bulan yang lalu,8 bulan yang lalu,00:20 “as a resident… assassins creed fan” nice cross over game,87,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"My personal experience...
1st hour: ""Hey, cool start! This looks like it's gonna be fun.""
10th hour: ""Hmm. Okay the dialogue could be better. But the world is still so pretty! ""
20th hour: ""...These quests, they kind of look the same don't they?""

One hour later... ",221,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"Just wanna say I completed the game an hour ago with 60 hours (100% it not just the main story) and it was amazing honestly might be in my top 20 games of all time the variety and scenery is breath taking the fact I can play head first as a brute samurai or a stealthy shinobi i wanna point out that I’m bias because I love Japans history especially the feudal era which I adore also the acting from naoe (mainly in cutscenes) is very good not game awards worth but still amazing when she was crying later on in the game as she remembers her father it was sad as you can see how far she’s come from being a naive learner in the prologue to a unit taking down an entire group of skilled leaders one by one i also enjoyed being able to beat any enemy in combat as long as I had the skills of dodging and parrying the variety in weapons compared to the recent games is amazing and the stealth in the game is peak assassins creed honestly comparable to unity and other games where you use your tools like the kunai the shurikens golden bells and the smoke bombs the parkour is a bit over the top but still better than just shitty slow paced climbing and the grappling hook is a nice addition it’s in my top 6 ac games and I’ve played all of them (even the chronicles and dlcs)  I would put it behind ac3 as that story was amazing so I would say 
Story: 4/10
Stealth: 8/10
Parkour: 7/10
Combat: 9/10",10,0,[]
,8 bulan yang lalu,8 bulan yang lalu,2:01 bro definitely talking about me.,9,0,[]
,8 bulan yang lalu,8 bulan yang lalu,1:34 so it’s just another classic Ubisoft game,17,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Assassin's Creed is usually the perfect ""wait for it to go on sell in a few months"" type of games.",95,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"I think they missed an opportunity to use your allies to send them and get you the skill points you need to unlock skills, just from this review speaking. Could eliminate a time-consuming almost annoying part of achieving it and add at least one more purpose to your hideout. Very great review of course, might try the game just because.",1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Ubisoft: This game could make or break our company, lets make it as mid as possible, just like our other games.",109,0,[]
,8 bulan yang lalu,8 bulan yang lalu,3:34 chanting LOADING SCREEN! LOADING SCREEN!,9,0,[]
,8 bulan yang lalu,8 bulan yang lalu,1:54 that transition when you said BIG ,50,0,[]
,5 bulan yang lalu,5 bulan yang lalu,I'm one of those guys that LOVED Vallhala,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,origins did gameplay like this so great and it was their first time doing it. why can’t they do it again?,13,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"RIP Ubosoft
1986-2025",167,0,[]
,8 bulan yang lalu,8 bulan yang lalu,The Altair costume Naoe is wearing @ 3:00 tells you all you need to know about the game and the franchise being nothing more than just a shadow of it's former self.,138,0,[]
,2 minggu yang lalu,2 minggu yang lalu,"So far in my gameplays I loved Odyssey, then Valhalla, then Origins. As for Mirage I hope to play soon and Shadows I couldn’t be less interested in, not my kind of setting although Ghost of Tsushima and Yotei are  including the music.",1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"They locked a 10 hour storyline behind a DLC paywall on launch. A questline DLC for a single player game ON LAUNCH. That's all I need to know about this game, I will never cave to the EA money squeezing mindset of these terrible triple A companies. This game was supposed to be Ubisofts saving grace, they've shown truly how little they care for the gaming community and how we're just a market they want to exploit, I say let them drown in the pool of sh*t they lowered themselves into.",272,0,[]
,8 bulan yang lalu,8 bulan yang lalu,8:45 why does this look like a PS3 game??,31,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Idk why they would change it up, sometimes I want to brawl sometimes I want to sneak, and I want a character that can do both",47,0,[]
,7 bulan yang lalu,7 bulan yang lalu,I personally like this game so far. It definitely won't leave a mark like Black Flag did. The story is great. The stealth is bad ass. I haven't gotten to the repetitive quests yet. I'm only an hour or so into it,2,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"7:08 - game devs: ""so... Should we hire a professional cat?""  game director: ""no, we're out of money. Use the plush cat they sell at IKEA  instead"" (I swear it's the exact same cat )",8,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I put over 200 hours into Valhalla because I have OCD and I hated every minute after 20 hours of play ,309,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"This is closer to Rise of the Ronin than to Ghost of Tsushima. That’s not a bad thing, i love RotR, but the Ghost remains the gold standard for modern samurai media. Some people actually thought that this game could surpass GoT…",89,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"16:48 He just got a full sword through his stomach (which shouldn't really happen since he has an armour) and barely loses any life and gets straight back to combat ?
I understand immersion is no longer their focus, but how can it be fun to give a fatal blow to a NPC and see him get up right after ? It just makes the combat look fake.",2,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"I am really suprised and happy the video avoided all controvercy in the background, and being a truly informal video of the actual game (the rest is important but as a true information-video, its very awesomely made). And yeah The Game is kinda what i expected it to be....a pretty game. But really its just ""a game"". The perfect 7/10 food for those that want ""a open world game"". Luckily that isnt something for me but for those that want it, well....Here you have ""A Game""",7,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"2:27 big ass door opens
NPC guy: continues to stare at the wall",6,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"that's why I like your reviews so much! you are for the most part unbiased, you give your honest opinion on a game you play and do it with respect and keep it modest and talk from experience and not what other people say. you are very calculated at what you say and what you say feels trustable. Thank you for your honesty!",12,0,[]
,7 bulan yang lalu,7 bulan yang lalu,Thank you for this insight. It was helpful.,1,0,[]
@AcidGlow,8 bulan yang lalu,8 bulan yang lalu,Tenchu needs to come back ,68,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"As a fan of Assassin's Creed since the very first game, I'm REALLY looking forward to Ghost of Yotei",36,0,[]
,8 bulan yang lalu,8 bulan yang lalu,02:54 Oh dear... Mack is gonna LOVE that yellow paint! ,6,0,[]
,7 bulan yang lalu,7 bulan yang lalu,I know a lot of people hate Ubisoft and there games and if you we're even somewhat itching to get this game and didn't know whether or not to get like I was. Get the game the game is freaking AWESOME!,9,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Wow, that was the most scathing intro I've ever heard from Jake. ",4,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Who tf wants to play as a tank in an ASSASSINS Creed game set in JAPAN???,95,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Ubisoft said its shadowin time but people are still comfortable not owning their games,114,0,[]
,6 bulan yang lalu (diedit),6 bulan yang lalu (diedit),shadows was a really good mix between the old and new gen in my opinion it had great stealth with naoe and that average berserker type fighting with yasuke,1,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Before you buy, don’t",116,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"The ""new style"" of AC hit it's peak with Odyssey (despite not being able to use a hoplon) and it's pretty much all downhill now.",36,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Before you buy: No.,57,0,[]
,7 bulan yang lalu,7 bulan yang lalu,"Came back to say yall got this way off. This game is great.

The environment, story, acting, animation, the combat. It's genuinely great",5,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Ghost of Tsushima is a better AC game than an AC game,105,0,[]
,8 bulan yang lalu (diedit),8 bulan yang lalu (diedit),"0:20 Gameranx wants to talk more about resident evil than assassins creed, understandable",54,0,[]
,8 bulan yang lalu,8 bulan yang lalu,The yellow pain is back.....with no option to turn it off,53,0,[]
,7 bulan yang lalu (diedit),7 bulan yang lalu (diedit),"Still debating this because I also want get the second tape for lost records that comes out in April 
Or I could just get wwe25
I didn’t love mirage my favorites r Rouge and liberation and Unity",0,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"16:20 Yes. Tenchu is definitely what I want, and would hope to get from this game.",5,0,[]
,8 bulan yang lalu,8 bulan yang lalu,If this came out maybe 10yrs ago? It would probably be one of the greats but in 2025 this isn’t really viable or an option for most people in especially the position Ubi is in right now,17,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"Mandatory internet connection, microtransactions, 100gb file for a single player game? Sign me up..",112,0,[]
,7 bulan yang lalu,7 bulan yang lalu,I don’t know why people hate it. I’ve played it for less than a week and I love it. One of the best games I’ve played,2,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"I've seen multiple reviews that say they prefer to play the stealth character instead of the brute, Yasuke. I hope Ubisoft takes note of that",45,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I literally don’t even have a console or PC anymore and I still watch these videos.,16,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I bought Ghost of Tsushima instead of this and I do not regret it one bit I’m loving the game so far. It’s also on sale right now too.,81,0,[]
,7 bulan yang lalu,7 bulan yang lalu,For all the hate comments….I have one question….HAVE YOU PLAYED IT? Or are you just listening to half ass reviews from YouTubers who rushed through the game to throw up a review,8,0,[]
,8 bulan yang lalu,8 bulan yang lalu,Lately its Before you buy.... Don't.,31,0,[]
,8 bulan yang lalu,8 bulan yang lalu,One thing you have to give ubisoft is they know how to make big maps and cities they were always good,27,0,[]
,8 bulan yang lalu,8 bulan yang lalu,You know you f up in a game when the prime minister of Japan is talking about it.,69,0,[]
,7 bulan yang lalu,7 bulan yang lalu,i’m not gonna lie watched this review and I take jake opinion to heart every time but when I actually played it myself I loved it? and I didn’t even like valhalla so idk you never really kno till u pick it up urself but I do miss the old style but this isn’t bad to me but valhalla freak that,3,0,[]
,8 bulan yang lalu,8 bulan yang lalu,I appreciate the honesty of this channel.,6,0,[]
,8 bulan yang lalu,8 bulan yang lalu,"If you don’t bother with the graphic try rise of the Ronin , the combat in that game is crazy and super fun",63,0,[]
