word,context_count,pos_count,neg_count,pmi_positive,pmi_negative,sentiment_score,sentiment_score_weighted,semantic_sentiment_score,neutrality_penalty,source
accuracy,64,47,17,0.07838309755570474,-0.19686093250923048,0.27524403006493525,1.0276540328134192,0.4817128278812902,0.53125,steam
accurate,104,80,24,0.14528262262433786,-0.3998009911795058,0.5450836138038436,2.4532752661109245,1.3209943740597285,0.46153846153846156,steam
achieve,19,12,7,-0.1391707668443617,0.27510363485444883,-0.4142744016988105,-1.4032518426134557,-0.3692768006877514,0.736842105263158,steam
achieved,11,9,2,0.23428762868308284,-0.7437553923968672,0.97804302107995,1.4116975916633976,0.8983530128767075,0.36363636363636365,steam
achievement,37,28,9,0.12169580230672197,-0.3238521379462072,0.4455479402529292,1.335707849195271,0.6859040306678418,0.4864864864864865,steam
achievements,73,60,13,0.2408602826065689,-0.7737086144984949,1.0145688971050637,4.108340852070131,2.6450961650314544,0.3561643835616438,steam
across,134,107,27,0.19917204182144216,-0.5955254620538738,0.7946975038753159,3.819619200163048,2.2803696717391326,0.4029850746268657,steam
acs,101,77,24,0.13236930382117398,-0.3575727557902084,0.4899420596113824,2.1861753384949827,1.1472009202003375,0.4752475247524752,steam
act,230,182,48,0.18609883513238878,-0.5448513239827887,0.7309501591151775,3.984575256465373,2.321448192897217,0.4173913043478261,steam
acting,492,341,151,-0.005092330436999829,0.011566460226269205,-0.016658790663269033,0.006624069651289629,0.002558075678343556,0.6138211382113821,steam
action,163,123,40,0.11758059698622966,-0.31112383310328495,0.42870443008951464,2.1816596955821916,1.110906470756576,0.49079754601227,steam
actions,24,14,10,-0.2538133327854844,0.4526418204066362,-0.7064551531921206,-2.3220896613076842,-0.38701494355128063,0.8333333333333334,steam
activated,10,2,8,-1.798133849009295,1.3937481313530677,-3.191881980362363,-6.603370021601038,-3.962022012960623,0.4,steam
activation,10,2,8,-1.798133849009295,1.3937481313530677,-3.191881980362363,-6.603370021601038,-3.962022012960623,0.4,steam
active,16,13,3,0.22423396401915965,-0.6993612730384137,0.9235952370575733,1.8090017088241523,1.1306260680150952,0.375,steam
actively,19,10,9,-0.4022051726781555,0.6376737142391573,-1.0398788869173128,-3.0896579681027085,-0.16261357726856343,0.9473684210526316,steam
activities,235,147,88,-0.15305035585056795,0.29859089831272767,-0.4516412541632956,-2.3775140479724457,-0.596907782256912,0.7489361702127659,steam
activity,40,22,18,-0.3387022303719976,0.5636731327953803,-0.9023753631673779,-3.3170451903964238,-0.3317045190396423,0.9,steam
actor,21,14,7,-0.06116825484308857,0.13071372551927396,-0.19188198036236254,-0.8097483217204962,-0.26991610724016535,0.6666666666666667,steam
actors,51,35,16,-0.019348079148461695,0.04325088426893467,-0.06259896341739636,-0.34136584656770846,-0.1271755114664012,0.6274509803921569,steam
actual,191,102,89,-0.38120924018618574,0.6139808291710792,-0.995190069357265,-5.121900675798535,-0.3486110407611569,0.9319371727748691,steam
actually,1065,791,274,0.09469041523765873,-0.24292940591224374,0.33761982114990247,2.4903645279572744,1.2089375220224514,0.5145539906103287,steam
add,209,157,52,0.11105586268881178,-0.2912431876993604,0.4022990503881722,2.1762920293877848,1.0933524549555855,0.4976076555023924,steam
added,173,115,58,-0.06534393081428187,0.13902899373127764,-0.2043729245455595,-0.9983739073052653,-0.3289440041410412,0.6705202312138728,steam
addicted,13,12,1,0.4083170284581315,-1.984763491900662,2.3930805203587937,4.041935414096643,3.420099196543313,0.15384615384615385,steam
addicting,13,12,1,0.4083170284581315,-1.984763491900662,2.3930805203587937,4.041935414096643,3.420099196543313,0.15384615384615385,steam
addictive,39,37,2,0.44784539264476897,-2.569725992621818,3.017571385266587,9.200464944903434,8.256827514656928,0.10256410256410253,steam
adding,82,61,21,0.09697957882287016,-0.2495583555988931,0.3465379344217633,1.4401355087972063,0.7025051262425397,0.5121951219512195,steam
addition,161,143,18,0.35274870454183993,-1.4453156504318743,1.798064354973714,8.919272694739057,6.92490116051169,0.22360248447204967,steam
additional,27,12,15,-0.6461307555642448,0.8676793196854802,-1.513810075249725,-4.893065659266119,-0.5436739621406801,0.8888888888888888,steam
additionally,31,18,13,-0.2604770630664952,0.46191963399464697,-0.7223966970611422,-2.5240403509377995,-0.4071032824093224,0.8387096774193549,steam
additions,27,21,6,0.16122416649335933,-0.45424877520188206,0.6154729416952414,1.610187882511694,0.8945488236176078,0.4444444444444444,steam
address,25,13,12,-0.4196222257555649,0.6567825371868619,-1.0764047629424267,-3.4599078821473332,-0.13839631528589344,0.96,steam
addressed,11,6,5,-0.35067487203807335,0.5781727024904953,-0.9288475745285687,-2.351875357091779,-0.21380685064470725,0.9090909090909091,steam
adds,129,103,26,0.19906751763803152,-0.595111311041732,0.7941788286797635,3.780592226091398,2.2566325690623072,0.4031007751937985,steam
adjust,19,13,6,-0.02369354942442573,0.05271121351800108,-0.0764047629424268,-0.5058494383737955,-0.18636558255876678,0.631578947368421,steam
admire,16,13,3,0.22423396401915965,-0.6993612730384137,0.9235952370575733,1.8090017088241523,1.1306260680150952,0.375,steam
admit,41,32,9,0.1662422412599839,-0.4719507769353411,0.638193018195325,2.0692087866874753,1.1607756608246813,0.4390243902439024,steam
admittedly,16,13,3,0.22423396401915965,-0.6993612730384137,0.9235952370575733,1.8090017088241523,1.1306260680150952,0.375,steam
adult,10,7,3,0.009221073048309167,-0.021289367925776,0.030510440974085166,-0.40490066076072373,-0.1619602643042895,0.6,steam
adults,23,21,2,0.3925497125998148,-1.807885729816583,2.200435442416398,5.420528106938359,4.477827566601253,0.17391304347826086,steam
advance,14,8,6,-0.28356067617953645,0.4932838049039824,-0.7768444810835189,-2.1834646203145884,-0.3119235171877982,0.8571428571428572,steam
advanced,14,10,4,0.038367418707826055,-0.09167869581717375,0.1300461145249998,-0.08490595046050818,-0.03638826448307494,0.5714285714285714,steam
advantage,17,12,5,0.021293905348884368,-0.04985852012254682,0.07115242547143119,-0.1542865224429372,-0.06352974453532707,0.5882352941176471,steam
adventure,63,56,7,0.3538692444357552,-1.4542487752018822,1.8081180196376374,6.920520038495833,5.38262669660787,0.2222222222222222,steam
advertised,10,5,5,-0.4762057541219325,0.71567622624043,-1.1918819803623626,-2.8027959335590946,-0.0,1.0,steam
advice,18,8,10,-0.6461307555642448,0.8676793196854802,-1.513810075249725,-4.29406176998288,-0.47711797444254245,0.8888888888888888,steam
aesthetic,29,22,7,0.12524486938779272,-0.33494984682953777,0.4601947162173305,1.2064226192964507,0.6240116996360953,0.48275862068965514,steam
aesthetics,13,10,3,0.14528262262433786,-0.3998009911795058,0.5450836138038436,0.7668438929892506,0.4129159423788272,0.46153846153846156,steam
affect,37,33,4,0.35873499960757105,-1.4937771393885195,1.8525121389960906,5.808053996286295,4.552258537629799,0.21621621621621623,steam
affects,14,14,0,0.5237942458780678,,,7.414733266415991,7.414733266415991,0.0,steam
afford,14,13,1,0.4168790419615557,-2.091678695817174,2.50855773777873,4.437135464537382,3.8032589696034704,0.1428571428571429,steam
afraid,16,11,5,-0.016774135484635223,0.037604321127792426,-0.05437845661242765,-0.47840702973891847,-0.17940263615209442,0.625,steam
african,33,21,12,-0.1282824507016256,0.2562446076031331,-0.38452705830475875,-1.445331017120661,-0.394181186487453,0.7272727272727273,steam
afterwards,14,5,9,-0.961632581292174,1.0782463056251388,-2.039878886917313,-5.161062422193196,-1.4745892634837703,0.7142857142857143,steam
age,31,25,6,0.21345412526591695,-0.6535575834252888,0.8670117086912057,2.5099833461371355,1.5383768895679217,0.3870967741935484,steam
agenda,24,15,9,-0.15427765923457,0.3006387269615864,-0.4549163861961564,-1.5797752820112123,-0.3949438205028031,0.75,steam
ages,25,15,10,-0.21317134828813844,0.39374813135306774,-0.6069194796412062,-2.0470239660078846,-0.40940479320157686,0.8,steam
aggressive,17,14,3,0.24368632668533252,-0.786824114288753,1.0305104409740855,2.1331923546945384,1.3803009353905837,0.3529411764705882,steam
agile,47,42,5,0.3615228169791902,-1.516984530549845,1.8785073475290353,6.474372954695235,5.096846794121781,0.21276595744680848,steam
agility,20,18,2,0.3717911524330175,-1.6062518686469323,1.9780430210799498,4.54884631034116,3.639077048272928,0.19999999999999996,steam
ago,104,57,47,-0.3437554580982829,0.5698253597769752,-0.9135808178752581,-4.169195446387856,-0.4008841775372938,0.9038461538461539,steam
agree,36,32,4,0.3538692444357552,-1.4542487752018822,1.8081180196376374,5.609955772037008,4.363298933806562,0.2222222222222222,steam
ahead,39,28,11,0.04574694907342341,-0.11029437398452084,0.15604132305794424,0.38424033705635624,0.1674893776912322,0.5641025641025641,steam
ahh,11,6,5,-0.35067487203807335,0.5781727024904953,-0.9288475745285687,-2.351875357091779,-0.21380685064470725,0.9090909090909091,steam
aim,16,8,8,-0.4762057541219325,0.7156762262404303,-1.1918819803623628,-3.3116203737951335,-0.0,1.0,steam
aint,45,30,15,-0.06116825484308873,0.13071372551927396,-0.1918819803623627,-0.8218576188130599,-0.27395253960435323,0.6666666666666667,steam
air,35,29,6,0.252492224060673,-0.8286442899833802,1.0811365140440532,3.335105760145047,2.1916409280953166,0.34285714285714286,steam
aka,18,14,4,0.16122416649335933,-0.4542487752018823,0.6154729416952416,1.2251981660531412,0.6806656478073008,0.4444444444444444,steam
akin,10,9,1,0.3717911524330175,-1.6062518686469323,1.9780430210799498,2.7649444689490386,2.211955575159231,0.19999999999999996,steam
alarm,13,8,5,-0.17664547226302457,0.33716460298670037,-0.513810075249725,-1.5409302421695315,-0.35559928665450735,0.7692307692307692,steam
albeit,23,21,2,0.3925497125998148,-1.807885729816583,2.200435442416398,5.420528106938359,4.477827566601253,0.17391304347826086,steam
alert,25,17,8,-0.032599102646317664,0.07182003646570556,-0.10441913911202322,-0.5501513998680996,-0.19805450395251584,0.64,steam
alike,17,16,1,0.4363314046277284,-2.371786615009909,2.808118019637637,5.545485031653711,4.893075027929745,0.11764705882352944,steam
alive,145,129,16,0.3551124112863871,-1.4642328637745046,1.8193452750608916,8.801289907108407,6.858936272436207,0.2206896551724138,steam
allies,52,36,16,-0.006720470820712172,0.015236508099337945,-0.021956978920050118,-0.1860723617458642,-0.07156629297917853,0.6153846153846154,steam
allow,82,56,26,-0.02640283668241207,0.05856393976343843,-0.0849667764458505,-0.4014701348684279,-0.1468793176347907,0.6341463414634146,steam
allowed,34,18,16,-0.3937435939299594,0.6282133849900909,-1.0219569789200502,-3.585184608739539,-0.21089321227879645,0.9411764705882353,steam
allowing,57,45,12,0.1827573280430006,-0.5322512872031552,0.7150086152461558,2.6566079676401637,1.5380361917916738,0.42105263157894735,steam
allows,65,51,14,0.17385177482110864,-0.49933666473042027,0.6731884395515288,2.617245608722407,1.4898167311189086,0.4307692307692308,steam
ally,38,33,5,0.3202608517929355,-1.210323192315793,1.5305840441087286,4.8858857245825655,3.600126323376627,0.26315789473684215,steam
almost,443,294,149,-0.06769629784058656,0.1436818581475732,-0.21137815598815976,-1.1771295515811195,-0.3852907110141362,0.672686230248307,steam
alone,75,47,28,-0.1504355929401761,0.29421245780215355,-0.44464805074232966,-1.913643597019145,-0.4847897112448502,0.7466666666666666,steam
along,112,80,32,0.038367418707826055,-0.09167869581717375,0.1300461145249998,0.5984834813336302,0.2564929205715558,0.5714285714285714,steam
alongside,22,15,7,-0.028746777150711004,0.063599529660737,-0.092346306811448,-0.5294491774695164,-0.19252697362527868,0.6363636363636364,steam
alot,103,78,25,0.12269593755709718,-0.32696811116806346,0.44966404872516064,2.017915110752137,1.0383446686394493,0.4854368932038835,steam
already,317,203,114,-0.11920886707616347,0.24022721026576466,-0.3594360773419281,-1.970168674630249,-0.5531388392495021,0.7192429022082019,steam
alright,96,67,29,0.004920935614683651,-0.01130527935315386,0.01622621496783751,0.05359527714231869,0.02121479720216781,0.6041666666666667,steam
also,1699,1262,437,0.09482030367639618,-0.24330444144319194,0.3381247451195881,2.6703437847382294,1.2966648748728893,0.5144202472042378,steam
alt,12,3,9,-1.4762057541219324,1.3006387269615864,-2.776844481083519,-6.3887368357425345,-3.1943684178712672,0.5,steam
altair,14,10,4,0.038367418707826055,-0.09167869581717375,0.1300461145249998,-0.08490595046050818,-0.03638826448307494,0.5714285714285714,steam
although,192,151,41,0.17723648448199028,-0.5117342698626424,0.6889707543446326,3.6141703794220152,2.070618446543863,0.42708333333333337,steam
altogether,10,6,4,-0.21317134828813863,0.39374813135306774,-0.6069194796412064,-1.6387932393980595,-0.32775864787961184,0.8,steam
always,527,397,130,0.11513029138381077,-0.30361511236832983,0.4187454037521406,2.7229501749738705,1.3795591968083936,0.4933586337760911,steam
amazed,10,9,1,0.3717911524330175,-1.6062518686469323,1.9780430210799498,2.7649444689490386,2.211955575159231,0.19999999999999996,steam
amazing,979,877,102,0.36506222871910543,-1.5470634813917694,1.9121257101108748,13.242834471082798,10.483347002133982,0.20837589376915222,steam
amazingly,11,11,0,0.5237942458780678,,,6.003797393549448,6.003797393549448,0.0,steam
ambience,12,8,4,-0.06116825484308857,0.13071372551927396,-0.19188198036236254,-0.8229890975533508,-0.2743296991844502,0.6666666666666667,steam
ambient,20,18,2,0.3717911524330175,-1.6062518686469323,1.9780430210799498,4.54884631034116,3.639077048272928,0.19999999999999996,steam
ambitious,11,10,1,0.3862907221281328,-1.7437553923968672,2.130046114525,3.2069582201175124,2.623874907368874,0.18181818181818177,steam
amd,52,29,23,-0.3186644771354526,0.5387984641563508,-0.8574629412918033,-3.3625537558918306,-0.38798697183367287,0.8846153846153846,steam
american,13,10,3,0.14528262262433786,-0.3998009911795058,0.5450836138038436,0.7668438929892506,0.4129159423788272,0.46153846153846156,steam
among,36,29,7,0.21185023956332732,-0.646893853144278,0.8587440927076053,2.66497984684465,1.628598795293953,0.38888888888888884,steam
amount,198,139,59,0.01337869852196515,-0.03103734447733814,0.04441604299930329,0.2833809404986405,0.11449734969642038,0.595959595959596,steam
amounts,17,8,9,-0.5636685953722717,0.7981383864324035,-1.3618069818046752,-3.8177758166565434,-0.22457504803862025,0.9411764705882353,steam
ancient,66,56,10,0.2867550485772183,-1.006789798230661,1.2935448468078794,5.064979896978574,3.530137503954764,0.303030303030303,steam
andor,19,18,1,0.4457917338767944,-2.5322512872031555,2.97804302107995,6.2283395622591256,5.572724871495007,0.10526315789473684,steam
angle,13,9,4,-0.006720470820712172,0.015236508099337945,-0.021956978920050118,-0.445622487632511,-0.17139326447404268,0.6153846153846154,steam
angry,20,14,6,0.009221073048309167,-0.021289367925776,0.030510440974085166,-0.21104939256162086,-0.08441975702464835,0.6,steam
animal,18,15,3,0.2607598400442737,-0.869286274480726,1.1300461145249998,2.4472507567455315,1.631500504497021,0.33333333333333337,steam
animals,90,68,22,0.1194039907987321,-0.3167452514519473,0.4361492422506794,1.876994848190878,0.9593529224086709,0.48888888888888893,steam
animated,14,6,8,-0.6985981754583802,0.9083213041828262,-1.6069194796412063,-4.147180573097395,-0.5924543675853419,0.8571428571428572,steam
animation,148,92,56,-0.1620971636938695,0.31357778266908465,-0.47567494636295415,-2.314764982871069,-0.563050941779449,0.7567567567567568,steam
animations,454,317,137,0.005584788726559699,-0.012840178089958191,0.01842496681651789,0.2172816217888824,0.08614689850660535,0.6035242290748899,steam
anime,37,24,13,-0.10069661902972606,0.20666257875257243,-0.3073591977822985,-1.2089714872847164,-0.35942395567924007,0.7027027027027026,steam
animus,94,59,35,-0.14815155643772865,0.2903703915077591,-0.43852194794548777,-1.9667788848595027,-0.502156311027958,0.7446808510638299,steam
announced,22,17,5,0.1518254684911099,-0.42182729750950465,0.5736527660006145,1.3046973600771197,0.7116531054966106,0.4545454545454546,steam
annoyed,32,20,12,-0.15427765923457,0.3006387269615864,-0.4549163861961564,-1.667760631939104,-0.416940157984776,0.75,steam
annoying,304,185,119,-0.19275180704920564,0.3625664761047883,-0.555318283153994,-3.069453374718053,-0.6663944826690508,0.7828947368421053,steam
another,563,311,252,-0.3324260960715595,0.5559650376601173,-0.8883911337316768,-5.488995381811957,-0.5752233170992993,0.8952042628774423,steam
answer,33,17,16,-0.43313703223004635,0.6712821068819769,-1.1044191391120233,-3.831018787058329,-0.11609147839570684,0.9696969696969697,steam
antagonists,11,5,6,-0.6137092778718672,0.8412071083242892,-1.4549163861961565,-3.4571241703745663,-0.314284015488597,0.9090909090909091,steam
anti,10,6,4,-0.21317134828813863,0.39374813135306774,-0.6069194796412064,-1.6387932393980595,-0.32775864787961184,0.8,steam
anticlimactic,11,7,4,-0.12828245070162542,0.25624460760313283,-0.38452705830475825,-1.2195543776843611,-0.3326057393684621,0.7272727272727273,steam
antiwoke,17,15,2,0.34322200023624694,-1.3717866150099092,1.715008615246156,3.6019258139256296,2.754413857707834,0.23529411764705888,steam
anvil,11,10,1,0.3862907221281328,-1.7437553923968672,2.130046114525,3.2069582201175124,2.623874907368874,0.18181818181818177,steam
anybody,11,9,2,0.23428762868308284,-0.7437553923968672,0.97804302107995,1.4116975916633976,0.8983530128767075,0.36363636363636365,steam
anymore,130,50,80,-0.8547173773756626,1.015236508099338,-1.8699538854750006,-8.952233930741771,-2.0659001378634865,0.7692307692307692,steam
anyone,216,141,75,-0.09154190388660738,0.1896074145728425,-0.2811493184594499,-1.4366321057330858,-0.43897092119622066,0.6944444444444444,steam
anything,447,254,193,-0.2916520885330843,0.5040022423251931,-0.7956543308582773,-4.727650142999757,-0.645160310342249,0.8635346756152125,steam
anytime,16,11,5,-0.016774135484635223,0.037604321127792426,-0.05437845661242765,-0.47840702973891847,-0.17940263615209442,0.625,steam
anyway,114,81,33,0.030754234597950642,-0.07281966856585807,0.10357390316380871,0.4803412113006408,0.202248931073954,0.5789473684210527,steam
anyways,42,32,10,0.13147682309930742,-0.35471310165096787,0.4861899247502753,1.5650572202420656,0.8197918772696534,0.47619047619047616,steam
anywhere,48,22,26,-0.6017366362057914,0.831153443660366,-1.4328900798661575,-5.449257650826684,-0.4541048042355572,0.9166666666666666,steam
apart,79,57,22,0.052903511865706236,-0.1286729032993753,0.18157641516508155,0.7254986196178472,0.3214234390711981,0.5569620253164558,steam
app,45,24,21,-0.3830963497304511,0.6161405526895158,-0.999236902419967,-3.769037565550905,-0.25126917103672697,0.9333333333333333,steam
apparent,12,4,8,-1.0611682548430885,1.130713725519274,-2.1918819803623624,-5.17312733874833,-1.7243757795827763,0.6666666666666667,steam
apparently,39,15,24,-0.8547173773756622,1.0152365080993384,-1.8699538854750006,-6.6868793015305945,-1.5431259926609069,0.7692307692307692,steam
appeal,19,9,10,-0.5542082661232056,0.7896768076842071,-1.3438850738074128,-3.9135054557528646,-0.2059739713554137,0.9473684210526316,steam
appealing,16,10,6,-0.15427765923457,0.3006387269615864,-0.4549163861961564,-1.464147975697451,-0.36603699392436273,0.75,steam
appear,44,24,20,-0.35067487203807335,0.5781727024904953,-0.9288475745285687,-3.491919731915066,-0.3174472483559152,0.9090909090909091,steam
appearance,15,13,2,0.31734336841064104,-1.1912143693680886,1.5085577377787296,2.921021284833628,2.1420822755446602,0.2666666666666667,steam
appeared,18,8,10,-0.6461307555642448,0.8676793196854802,-1.513810075249725,-4.29406176998288,-0.47711797444254245,0.8888888888888888,steam
appears,33,18,15,-0.35067487203807335,0.5781727024904953,-0.9288475745285687,-3.2475282971601733,-0.2952298451963795,0.9090909090909091,steam
appreciate,101,77,24,0.13236930382117398,-0.3575727557902084,0.4899420596113824,2.1861753384949827,1.1472009202003375,0.4752475247524752,steam
appreciated,28,24,4,0.30140182454161984,-1.0916786958171738,1.3930805203587937,3.882732530504112,2.773380378931509,0.2857142857142857,steam
approach,163,124,39,0.1292624020338652,-0.347649709128399,0.4769121111622642,2.4224339978183798,1.2632324528500753,0.4785276073619632,steam
approaches,22,19,3,0.31229014068435595,-1.1587928916757106,1.4710830323600665,3.6154487179240475,2.6294172493993075,0.2727272727272727,steam
approaching,10,8,2,0.20186615099070512,-0.6062518686469324,0.8081180196376375,0.9977781544828503,0.5986668926897102,0.4,steam
appropriate,11,9,2,0.23428762868308284,-0.7437553923968672,0.97804302107995,1.4116975916633976,0.8983530128767075,0.36363636363636365,steam
arbitrary,13,3,10,-1.5916829715418688,1.3371646029867004,-2.928847574528569,-6.936203527484789,-3.7348788224918095,0.46153846153846156,steam
arc,50,37,13,0.0893914217322927,-0.22774024539320226,0.31713166712549495,1.0683395425606854,0.512802980429129,0.52,steam
archery,15,11,4,0.07633526890684625,-0.19121436936808853,0.2675496382749348,0.2611160704606324,0.12185416621496178,0.5333333333333333,steam
architecture,42,36,6,0.3014018245416196,-1.0916786958171738,1.3930805203587935,4.638469023027567,3.3131921593054052,0.2857142857142857,steam
arcs,19,15,4,0.1827573280430006,-0.5322512872031552,0.7150086152461558,1.5254724515623725,0.8831682614308473,0.42105263157894735,steam
area,155,96,59,-0.1673676586750139,0.32219487032803384,-0.48956252900304775,-2.4028954268414537,-0.5735943922137665,0.7612903225806451,steam
areas,177,118,59,-0.06116825484308873,0.13071372551927396,-0.1918819803623627,-0.9375376268046788,-0.31251254226822617,0.6666666666666667,steam
arent,170,108,62,-0.13070918809616566,0.2604816004896036,-0.3911907885857693,-1.9433035133751695,-0.5258350683250457,0.7294117647058824,steam
arguably,21,14,7,-0.06116825484308857,0.13071372551927396,-0.19188198036236254,-0.8097483217204962,-0.26991610724016535,0.6666666666666667,steam
argue,23,17,6,0.08769513107139416,-0.2229232290954264,0.31061836016682054,0.6156315764341623,0.2944324930772081,0.5217391304347826,steam
ark,17,15,2,0.34322200023624694,-1.3717866150099092,1.715008615246156,3.6019258139256296,2.754413857707834,0.23529411764705888,steam
armor,135,83,52,-0.1779819198258386,0.3393003473306915,-0.51728226715653,-2.4782365210389625,-0.5690765344607988,0.7703703703703704,steam
armors,14,12,2,0.30140182454161984,-1.0916786958171738,1.3930805203587937,2.5634959073552093,1.831068505253721,0.2857142857142857,steam
armour,20,13,7,-0.09769413086820262,0.2011030534106719,-0.29879718427887453,-1.1006002463538958,-0.33018007390616877,0.7,steam
army,17,12,5,0.021293905348884368,-0.04985852012254682,0.07115242547143119,-0.1542865224429372,-0.06352974453532707,0.5882352941176471,steam
arno,10,5,5,-0.4762057541219325,0.71567622624043,-1.1918819803623626,-2.8027959335590946,-0.0,1.0,steam
around,868,619,249,0.03603861264785288,-0.08587307413596833,0.12191168678382121,0.9574669157648849,0.4081368189320362,0.5737327188940092,steam
arrow,11,3,8,-1.3506748720380735,1.2562446076031328,-2.6069194796412063,-5.81165417957041,-2.641660990713823,0.5454545454545454,steam
art,89,65,24,0.07042862794012443,-0.17509470400481117,0.24552333194493559,1.0425214785047676,0.480262703580848,0.5393258426966292,steam
artifacts,16,8,8,-0.4762057541219325,0.7156762262404303,-1.1918819803623628,-3.3116203737951335,-0.0,1.0,steam
artificial,13,3,10,-1.5916829715418688,1.3371646029867004,-2.928847574528569,-6.936203527484789,-3.7348788224918095,0.46153846153846156,steam
artistic,13,8,5,-0.17664547226302457,0.33716460298670037,-0.513810075249725,-1.5409302421695315,-0.35559928665450735,0.7692307692307692,steam
artists,10,4,6,-0.798133849009295,0.978710632074224,-1.776844481083519,-3.9667986277201286,-0.7933597255440256,0.8,steam
asap,12,6,6,-0.4762057541219325,0.7156762262404303,-1.1918819803623628,-2.99805821815084,-0.0,1.0,steam
asf,13,10,3,0.14528262262433786,-0.3998009911795058,0.5450836138038436,0.7668438929892506,0.4129159423788272,0.46153846153846156,steam
asian,28,16,12,-0.28356067617953645,0.4932838049039824,-0.7768444810835189,-2.6326649123844317,-0.3760949874834901,0.8571428571428572,steam
aside,110,72,38,-0.08764046620427952,0.18224402615935603,-0.26988449236363554,-1.2453615614913967,-0.38492993718824986,0.6909090909090909,steam
ask,89,57,32,-0.11904917092358844,0.23994279527403248,-0.3589919661976209,-1.5986465494607551,-0.4490580195114481,0.7191011235955056,steam
asked,24,11,13,-0.6017366362057914,0.831153443660366,-1.4328900798661575,-4.4782581335744,-0.37318817779786684,0.9166666666666666,steam
asking,50,24,26,-0.535099443175501,0.7722597546067979,-1.307359197782299,-5.0322964581359075,-0.20129185832543647,0.96,steam
asleep,14,3,11,-1.6985981754583803,1.3677529228201235,-3.0663510982785036,-7.45748061552338,-4.261417494584788,0.4285714285714286,steam
asmongold,10,7,3,0.009221073048309167,-0.021289367925776,0.030510440974085166,-0.40490066076072373,-0.1619602643042895,0.6,steam
aspect,103,76,27,0.08522123213843454,-0.21593679877931976,0.3011580309177543,1.3495435501511608,0.6420158636641444,0.5242718446601942,steam
aspects,98,79,19,0.2128651499399621,-0.6511061044311925,0.8639712543711546,3.819203118198707,2.3382876233869636,0.3877551020408163,steam
ass,149,80,69,-0.3734461796967318,0.6050321625564374,-0.9784783422531692,-4.801640217374314,-0.3544835059806541,0.9261744966442953,steam
assasin,19,15,4,0.1827573280430006,-0.5322512872031552,0.7150086152461558,1.5254724515623725,0.8831682614308473,0.42105263157894735,steam
assasins,64,51,13,0.1962195878495629,-0.5838840556184778,0.7801036434680406,3.0232085830027473,1.7950300961578811,0.40625,steam
assassin,594,456,138,0.14236513924204347,-0.39011843778216676,0.5324835770242102,3.5025453464722744,1.8751000339700055,0.46464646464646464,steam
assassinate,164,113,51,-0.013578796324828623,0.03054956359384211,-0.04412835991867073,-0.1858890668657601,-0.07027513503461662,0.6219512195121951,steam
assassinated,16,13,3,0.22423396401915965,-0.6993612730384137,0.9235952370575733,1.8090017088241523,1.1306260680150952,0.375,steam
